customer_id,begin_date,end_date,monthly_charges,total_charges,contract_duration,average_charges,monthly_charges_per_senior_citizen,total_charges_per_senior_citizen,high_monthly_charges,long_term_contract,type_One year,type_Two year,paperless_billing_Yes,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,gender_Male,partner_Yes,dependents_Yes,internet_service_Fiber optic,internet_service_No,online_security_Yes,online_backup_Yes,device_protection_Yes,tech_support_Yes,streaming_tv_Yes,streaming_movies_Yes,multiple_lines_Yes,senior_citizen_Yes,target
3351-NGXYI,2018-10-01,,-0.3556131835330314,-0.6151478770832668,-0.6686363002822654,-0.30565604525341555,1.3288749717046404,0.30730770314440153,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,0
8984-EYLLL,2014-10-01,,1.3446354948206103,2.0030350158080097,1.2869238020583547,1.3879288951775441,-0.4187462912695446,-0.32424500363522957,True,True,False,True,True,False,True,False,True,True,False,True,False,False,True,False,True,True,True,True,False,0
9057-MSWCO,2017-10-01,2020-01-01,-1.1317775362125533,-0.6521635054051829,-0.22157464786490255,-1.155125315456289,0.5745874210494237,0.24770447243707755,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,1
9833-TGFHX,2016-08-01,,1.0737258813585928,0.764776216884226,0.3901234813408903,1.0244174266945694,-0.4187462912695446,-0.32424500363522957,True,True,True,False,False,False,True,False,True,True,True,True,False,True,False,False,False,True,True,True,False,0
9294-TDIPC,2019-09-01,,-1.4824642137615447,-0.970414083355291,-1.1170364606409977,-1.5908674047256743,-0.4187462912695446,-0.32424500363522957,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,0
5229-DTFYB,2016-09-01,,1.1302346350868666,0.7393638188944482,0.3486297351584405,1.0565456503439339,-0.4187462912695446,-0.32424500363522957,True,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False,0
0104-PPXDV,2015-04-01,,-0.48192686833740767,0.2626166441070539,1.0433153567291331,-0.49996104281340664,-0.4187462912695446,-0.32424500363522957,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,0
5176-LMJXE,2016-03-01,,-1.4708300585821945,-0.5901325478120792,0.5949151963704009,-1.476883446796672,-0.4187462912695446,-0.32424500363522957,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
3583-KRKMD,2018-08-01,,0.3690284819236528,-0.40159108460146203,-0.5869873158587351,0.37942170483268406,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0
1010-DIAUQ,2019-08-01,2020-01-01,1.0537816153368496,-0.7900566476222846,-1.1170364606409977,1.1038309991241853,-0.4187462912695446,-0.32424500363522957,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,1
9069-LGEUL,2018-03-01,,-0.1611565898210313,-0.3870539576264068,-0.38219560082922455,-0.12298254078148088,-0.4187462912695446,-0.32424500363522957,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,0
7302-ZHMHP,2020-01-01,,-1.5173666792995961,-0.998914793600771,-1.2803344294880583,-1.519910642418631,-0.4187462912695446,-0.32424500363522957,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
9571-EDEBV,2014-03-01,,1.1252485685814309,2.064558607816248,1.5733645015113957,1.10361889359096,-0.4187462912695446,-0.32424500363522957,True,True,True,False,True,True,False,False,True,True,False,True,False,False,False,True,False,True,True,True,False,0
3520-FJGCV,2014-02-01,,1.5889527535869692,2.5780125796999878,1.6108427238697376,1.5978357336138698,-0.4187462912695446,-0.32424500363522957,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,0
6563-VRERX,2017-05-01,,-1.4691680364137156,-0.7028338857719533,0.024710813347057815,-1.450935699852135,-0.4187462912695446,-0.32424500363522957,False,True,True,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0
0259-GBZSH,2019-08-01,2019-10-01,0.6931228047769863,-0.9272880086417358,-1.2401791912469777,0.8578784991208778,-0.4187462912695446,-0.32424500363522957,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,1
6122-EFVKN,2018-02-01,,-0.9655753193646899,-0.6408249875521048,-0.34471737847088274,-0.9951296030604124,-0.4187462912695446,-0.32424500363522957,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,0
2805-EDJPQ,2015-06-01,,1.1618130562879607,1.4669922457111333,0.9616663723056027,1.172587822381039,-0.4187462912695446,-0.32424500363522957,True,True,True,False,True,True,False,False,False,True,True,True,False,False,True,True,True,False,True,True,False,0
6862-CQUMB,2017-01-01,,1.0404854379890203,0.6015589141703666,0.1853317663113798,1.123436999323038,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,0
7156-MXBJE,2016-07-01,,0.6748405609237209,0.6083752605061663,0.4316172275233402,0.6765448752690074,-0.4187462912695446,-0.32424500363522957,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,0
6158-HDPXZ,2020-01-01,,-1.3112759304082455,-0.9961794313171491,-1.2803344294880583,-1.3182037658095171,-0.4187462912695446,-0.32424500363522957,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0
9601-BRXPO,2017-11-01,2019-12-01,1.3346633618097385,0.12494409562250225,-0.30456214022980227,1.2628694469631523,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,False,1
2863-IMQDR,2015-01-01,,0.8260845782552769,1.3347683624205706,1.1637810714523746,0.7402237222017277,-0.4187462912695446,-0.32424500363522957,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,0
5686-CMAWK,2018-09-01,,0.729687292483516,-0.38517891089973055,-0.6284810620411849,0.6028004987504615,-0.4187462912695446,-0.32424500363522957,True,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,0
5651-CRHKQ,2016-09-01,,0.7114050486302511,0.46578347178574636,0.3486297351584405,0.5554301287681672,-0.4187462912695446,-0.32424500363522957,True,True,True,False,True,False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,0
6905-NIQIN,2019-09-01,2019-10-01,-0.4702927131580572,-0.9850173884501112,-1.2816729374294276,-0.44018240749463056,-0.4187462912695446,-0.32424500363522957,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,1
8204-YJCLA,2014-02-01,,5.9560521395953924e-05,1.0804899669100076,1.6108427238697376,0.035412978537843524,1.6745228000562813,3.0376542673755553,False,True,False,True,True,False,False,False,True,True,True,False,False,True,True,True,True,True,True,False,True,0
5167-ZFFMM,2019-10-01,2019-11-01,0.8659731102987638,-0.9672816523530788,-1.2803344294880583,0.8127317854641845,-0.4187462912695446,-0.32424500363522957,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,1
6583-SZVGP,2016-02-01,,1.4393707584238922,1.2283318864651211,0.633731926670112,1.3551572097216595,-0.4187462912695446,-0.32424500363522957,True,True,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,True,True,True,False,0
4895-TMWIR,2019-01-01,2019-12-01,-1.4907743246039378,-0.9126185254271505,-0.8747665232531453,-1.4944732506731848,0.225709239161786,-0.17168488689628042,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,1
0533-BNWKF,2015-05-01,2019-12-01,0.6864747161030716,1.1432930025670365,0.9201726261231529,0.7921813799951164,2.3415908052395884,3.13878084533965,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,True,1
1708-PBBOA,2016-08-01,,-0.33400689534280925,0.028743168857379698,0.3901234813408903,-0.2910930590246821,-0.4187462912695446,-0.32424500363522957,False,True,True,False,True,False,True,False,False,False,False,False,False,True,True,True,True,False,True,False,False,0
8782-LKFPK,2016-06-01,,0.8510149107824564,0.7851811371451153,0.47177246576442067,0.9150419417028465,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,0
5522-JBWMO,2020-01-01,,-0.6913416615657154,-0.9879512850930283,-1.2803344294880583,-0.711456467622425,-0.4187462912695446,-0.32424500363522957,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0
3597-MVHJT,2017-11-01,,1.0238652163042339,0.13762823524413614,-0.22157464786490255,1.0412589008563933,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,0
9774-NRNAU,2017-11-01,,0.6648684279128493,0.011580976464977823,-0.22157464786490255,0.6907257217370273,2.32059350725561,1.316477779202675,True,True,False,False,True,False,False,False,True,True,False,False,False,False,True,True,True,True,True,True,True,0
0224-RLWWD,2019-12-01,,-0.6813695285548437,-0.9679654929239841,-1.2388406833056085,-0.6903097789456633,1.012300325176969,-0.26080556975961533,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
9967-ATRFS,2018-07-01,,-1.4924363467724167,-0.8452050807598231,-0.5454935696762853,-1.5038094302577172,-0.4187462912695446,-0.32424500363522957,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
3951-NJCVI,2016-08-01,,1.005582972450969,0.7329004225307286,0.3901234813408903,0.9674458792551306,2.651704744695266,2.4779593292019526,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,0
2977-CEBSX,2014-08-01,,0.8393807556031058,1.6247388238577491,1.368572786481885,0.8505408994438872,-0.4187462912695446,-0.32424500363522957,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,0
0177-PXBAT,2017-05-01,,1.4992035564891233,0.6226917937486712,0.024710813347057815,1.5610833132107464,3.131412244790768,2.3004994122688234,True,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,True,True,True,True,True,0
6599-CEBNN,2017-03-01,2020-01-01,0.304209617352986,0.10639216271503416,0.06486605158813831,0.31459914344096235,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1
2519-ERQOJ,2017-05-01,,-0.33899296184824507,-0.21159370275601377,0.024710813347057815,-0.33468062152003913,1.3450267393846236,0.9571178953731176,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,True,False,True,0
5876-QMYLD,2018-03-01,,-1.4874502802669807,-0.8242266167943035,-0.38219560082922455,-1.5465676122342642,-0.4187462912695446,-0.32424500363522957,False,True,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,0
2277-AXSDC,2017-06-01,,-1.4974224132778524,-0.7319963772150837,-0.016782932835392034,-1.497307459918215,-0.4187462912695446,-0.32424500363522957,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
9442-JTWDL,2019-03-01,,-1.4874502802669807,-0.9024932731030983,-0.8707509994290372,-1.4315637255387466,-0.4187462912695446,-0.32424500363522957,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
0979-PHULV,2014-03-01,2019-12-01,1.151840923277089,2.0843017468794867,1.490377009146496,1.2209047630552767,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,True,False,False,True,True,True,True,False,False,False,True,False,True,True,True,False,1
3067-SVMTC,2014-06-01,,-0.2957803854678007,0.6906787821206292,1.4502217709054155,-0.268638224654326,-0.4187462912695446,-0.32424500363522957,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,0
5495-GPSRW,2018-06-01,,-1.499084435446331,-0.8223295106943721,-0.5053383314352048,-1.4495159024830495,-0.4187462912695446,-0.32424500363522957,False,True,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,0
7606-BPHHN,2014-02-01,,-1.495760391109374,-0.3593694441913624,1.6108427238697376,-1.466847547481106,-0.4187462912695446,-0.32424500363522957,False,True,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0
4742-DRORA,2015-02-01,,1.0172171276303197,1.5568180136055565,1.1222873252699248,1.0671530506384137,-0.4187462912695446,-0.32424500363522957,True,True,True,False,True,False,False,False,True,True,True,True,False,True,False,True,False,True,False,True,False,0
0111-KLBQG,2017-06-01,,0.9690184847444393,0.2550723384538384,-0.016782932835392034,0.8169427710436828,2.6161708557993033,1.708551951161818,True,True,False,False,True,False,False,True,True,True,True,True,False,False,True,False,False,True,True,False,True,0
4800-VHZKI,2019-12-01,2020-01-01,-1.4924363467724167,-0.9985839030019457,-1.2803344294880583,-1.4955106170223673,-0.4187462912695446,-0.32424500363522957,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,1
7989-CHGTL,2019-09-01,2019-10-01,-1.5024084797832884,-0.9987162592414759,-1.2816729374294276,-1.4840154939467942,-0.4187462912695446,-0.32424500363522957,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,1
0334-GDDSO,2019-10-01,2020-01-01,0.5501888982878235,-0.9042580229634997,-1.198685445064528,0.4189719553375221,2.2091463102637254,-0.15822265540755828,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,1
4163-NCJAK,2016-04-01,,-1.3411923294408608,-0.5369915176407469,0.553421450187951,-1.3754378772481763,-0.4187462912695446,-0.32424500363522957,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0
5233-AOZUF,2017-09-01,,0.3374500607225587,-0.05922961168362184,-0.13992566344137222,0.31165161122607626,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0
5973-EJGDP,2015-11-01,,0.7496315585052594,0.9660679978362422,0.7568746572760922,0.7618881867193878,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,True,False,False,True,False,0
1996-DBMUS,2016-02-01,,0.19451615423339633,0.5566680895964101,0.633731926670112,0.3042381510299597,1.8634984819120852,2.194186855947595,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0
7916-VCCPB,2018-10-01,,0.28094130699428504,-0.4798136221637469,-0.6686363002822654,0.3282946145810685,-0.4187462912695446,-0.32424500363522957,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,0
4686-GEFRM,2014-04-01,,1.1269105907499095,2.0186971708190704,1.531870755328946,1.101651585867711,-0.4187462912695446,-0.32424500363522957,True,True,False,True,True,False,False,False,True,True,False,True,False,False,True,True,True,False,True,True,False,0
5249-QYHEX,2016-10-01,,-1.3295581742615106,-0.5552787380691548,0.30847449691736,-1.2944474630318084,-0.4187462912695446,-0.32424500363522957,False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,0
0578-SKVMF,2017-12-01,2019-10-01,0.6150077628584902,-0.19297559172878068,-0.4263663628944131,0.639816209374967,-0.4187462912695446,-0.32424500363522957,True,True,False,False,False,False,True,False,False,True,True,True,False,False,True,False,False,False,True,False,False,1
5564-NEMQO,2019-11-01,2019-12-01,0.3490842159019089,-0.9741421174353885,-1.2816729374294276,0.38849667724114495,2.013709921335929,-0.2707512816774048,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,1
2233-FAGXV,2019-09-01,,-1.346178395946297,-0.949016491297926,-1.1170364606409977,-1.2711685970282227,-0.4187462912695446,-0.32424500363522957,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,0
5605-IYGFG,2019-07-01,,0.1679237995377378,-0.7799534546714874,-1.034048968276098,0.2749779234285746,-0.4187462912695446,-0.32424500363522957,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
7663-ZTEGJ,2017-09-01,,1.1884054109836186,0.24139552703572884,-0.13992566344137222,1.0899249165570506,-0.4187462912695446,-0.32424500363522957,True,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,False,0
3935-TBRZZ,2016-06-01,,-1.2996417752288951,-0.5174248535635483,0.47177246576442067,-1.3071205701941995,-0.4187462912695446,-0.32424500363522957,False,True,True,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,0
8111-BKVDS,2019-04-01,,-0.801035124685305,-0.8091380054878728,-0.912244745611487,-0.6620929304046242,-0.4187462912695446,-0.32424500363522957,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,0
2055-SIFSS,2015-07-01,,-0.43705226978848455,0.24496914550304152,0.9215111340645222,-0.4348248193142112,1.2497313100727225,1.692283608096291,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,0
2806-MLNTI,2015-10-01,,1.3396494283151743,1.3646367538078616,0.798368403458542,1.2802346289572444,2.9763552750629287,3.4951925359935765,True,True,True,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,True,True,True,0
8734-DKSTZ,2019-04-01,,0.703094937787858,-0.6285599760223163,-0.912244745611487,0.686904203518746,-0.4187462912695446,-0.32424500363522957,True,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,True,True,False,0
4360-PNRQB,2018-08-01,,0.35905634891278065,-0.39188496036925524,-0.5869873158587351,0.4198365617124703,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0
6152-ONASV,2014-06-01,,-0.2176653435493049,0.7466654714418582,1.4502217709054155,-0.2068405359974055,-0.4187462912695446,-0.32424500363522957,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,0
9063-ZGTUY,2014-11-01,2019-12-01,-1.509056568457203,-0.485637296703071,1.1624425635110052,-1.5003371594022963,-0.4187462912695446,-0.32424500363522957,False,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,1
7781-HVGMK,2014-02-01,,0.013355737869225209,1.1034758338417334,1.6108427238697376,0.05939501475722903,-0.4187462912695446,-0.32424500363522957,False,True,False,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,False,False,0
2181-UAESM,2019-12-01,,-0.3772194717232536,-0.9546416314779549,-1.2388406833056085,-0.19905593430088608,-0.4187462912695446,-0.32424500363522957,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0
2957-LOLHO,2018-11-01,2019-11-01,-0.6448050408483137,-0.7784313579168913,-0.8332727770706955,-0.7091479355392718,-0.4187462912695446,-0.32424500363522957,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
6048-NJXHX,2016-09-01,,-1.4974224132778524,-0.6105374680729686,0.3486297351584405,-1.4160606411661034,-0.4187462912695446,-0.32424500363522957,False,True,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,0
2320-SLKMB,2017-12-01,,-0.6763834620494076,-0.4850858123716956,-0.2617298861059831,-0.6354713380298179,-0.4187462912695446,-0.32424500363522957,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,0
4980-URKXC,2017-02-01,,-1.4608579255713225,-0.6896864993119641,0.14383802012892996,-1.4797326767037238,-0.4187462912695446,-0.32424500363522957,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,0
4376-KFVRS,2014-02-01,,1.6371513964728497,2.728700158404999,1.6108427238697376,1.7550538616509372,-0.4187462912695446,-0.32424500363522957,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,0
5886-VLQVU,2017-03-01,,0.8327326669291911,0.3873182811176562,0.10635979777058815,0.8450593417608274,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,0
3577-AMVUX,2020-01-01,,-0.3240347623319375,-0.9830761636036698,-1.2803344294880583,-0.3519627601174725,-0.4187462912695446,-0.32424500363522957,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,0
0771-WLCLA,2018-10-01,,1.60058690876632,-0.1768060711328544,-0.6686363002822654,1.7476827585886434,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,False,True,False,False,True,True,True,False,True,False,True,True,True,True,True,False,0
5628-RKIFK,2016-01-01,,1.2216458543531914,1.229633389487167,0.6752256728525619,1.2844699708331293,2.8616777245350478,3.277807689790464,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,0
0206-TBWLC,2015-08-01,,1.6570956624945936,1.66160003656688,0.8800173878820724,1.5659682330819762,-0.4187462912695446,-0.32424500363522957,True,True,True,False,True,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,False,0
2937-FTHUR,2018-08-01,,5.9560521395953924e-05,-0.49263011802491086,-0.5869873158587351,0.00034871768978238254,-0.4187462912695446,-0.32424500363522957,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,0
1910-FMXJM,2017-02-01,,0.5186104770867298,0.28869082329448215,0.14383802012892996,0.5627566820559594,-0.4187462912695446,-0.32424500363522957,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0
7752-XUSCI,2015-01-01,2020-01-01,1.3662417830108327,1.814670027583432,1.1222873252699248,1.3899558546750963,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,True,True,True,False,1
4110-PFEUZ,2019-09-01,2019-10-01,0.1579516665268661,-0.9766789453597153,-1.2816729374294276,0.19519425382407787,-0.4187462912695446,-0.32424500363522957,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1
0732-OCQOC,2015-10-01,,-1.3212480634191175,-0.4469451560137738,0.798368403458542,-1.334155179718615,-0.4187462912695446,-0.32424500363522957,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,0
5168-MSWXT,2019-06-01,,0.9956108394400973,-0.6722595944405019,-0.9938937300350175,0.9837377865815092,-0.4187462912695446,-0.32424500363522957,True,False,False,False,True,False,True,False,True,True,True,True,False,False,False,True,False,True,True,False,False,0
1090-ESELR,2014-02-01,,1.3529456056630036,2.350756916426818,1.6108427238697376,1.3607311874218244,-0.4187462912695446,-0.32424500363522957,True,True,False,True,False,False,False,False,True,True,True,True,False,True,True,False,True,True,True,False,False,0
8592-PLTMQ,2014-10-01,,-1.3328822185984677,-0.28260282526390856,1.2869238020583547,-1.292863127154434,-0.4187462912695446,-0.32424500363522957,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
5760-WRAHC,2018-04-01,,0.16459975520078074,-0.3255524249914237,-0.4236893470116744,0.179860823723179,1.8344253000881152,0.7736195104899021,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,0
8847-GEOOQ,2015-02-01,,-0.15284647897863812,0.5731464414179066,1.1222873252699248,-0.16429725628294442,-0.4187462912695446,-0.32424500363522957,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,True,True,True,True,False,False,0
0256-LTHVJ,2017-06-01,2019-10-01,0.5402167652769517,-0.02479493003254281,-0.18141940962382205,0.49335110875543686,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,1
4785-FCIFB,2015-01-01,,-1.3428543516093396,-0.3818038267917131,1.1637810714523746,-1.3728649032983793,-0.4187462912695446,-0.32424500363522957,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,0
8313-NDOIA,2018-02-01,,1.3080710071140806,0.09324477625504506,-0.34471737847088274,1.303568935611327,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,True,True,True,False,0
5149-CUZUJ,2017-10-01,,0.9341160192063881,0.21399778545299966,-0.18008090168245272,1.1302010021791826,-0.4187462912695446,-0.32424500363522957,True,True,True,False,False,False,False,False,True,True,True,True,False,False,True,True,True,True,False,False,False,0
0942-KOWSM,2017-08-01,,0.5319066544345585,0.037941927504721314,-0.09843191725892238,0.4714304236631421,-0.4187462912695446,-0.32424500363522957,True,True,False,True,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,False,False,0
4237-CLSMM,2019-12-01,,-1.4891123024354593,-0.9905984098836301,-1.2388406833056085,-1.5247906474978838,-0.4187462912695446,-0.32424500363522957,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,0
1452-VOQCH,2020-01-01,,0.3424361272279943,-0.9742303549284087,-1.2803344294880583,0.3003312521426453,-0.4187462912695446,-0.32424500363522957,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0
4719-UMSIY,2019-08-01,,-1.5007464576148097,-0.9628477183288207,-1.0755427144585479,-1.5898750630657439,-0.4187462912695446,-0.32424500363522957,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,0
6614-VBEGU,2018-02-01,,0.15462762218990903,-0.2952649055122875,-0.34471737847088274,0.0869725277895078,-0.4187462912695446,-0.32424500363522957,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,0
0880-TKATG,2019-07-01,2019-11-01,1.2083496770053626,-0.8371092907752324,-1.157191698882078,1.021249509270629,-0.4187462912695446,-0.32424500363522957,True,False,False,False,False,False,True,False,True,True,True,True,False,False,False,True,False,True,True,True,False,1
3811-VBYBZ,2019-03-01,2019-10-01,1.1634750784564392,-0.7103340726786586,-1.0353874762174673,1.0299528215230722,-0.4187462912695446,-0.32424500363522957,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,True,False,1
1480-BKXGA,2014-02-01,,1.703632283211995,2.7007729918641488,1.6108427238697376,1.7259163781060787,3.3300789872545615,5.646663146209677,True,True,False,True,True,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True,True,0
2996-XAUVF,2014-04-01,,-0.8226414128755275,0.22785107185714942,1.531870755328946,-0.8185136772370827,-0.4187462912695446,-0.32424500363522957,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,0
9076-AXYIK,2014-10-01,,1.2399280982064562,1.877318647627676,1.2869238020583547,1.2404779601088758,2.8794446689830293,4.320722145569809,True,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True,True,True,True,True,True,0
5968-XQIVE,2014-02-01,,0.8277466004237555,1.8995986146152417,1.6108427238697376,0.890020434294303,-0.4187462912695446,-0.32424500363522957,True,True,True,False,True,False,True,False,True,True,True,True,False,False,True,False,False,True,False,True,False,0
8896-RAZCR,2016-06-01,,-1.4924363467724167,-0.6243686951038633,0.47177246576442067,-1.4895599242615472,-0.4187462912695446,-0.32424500363522957,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4640-UHDOS,2018-12-01,2020-01-01,-0.29411836329932195,-0.6833775185610297,-0.7917790308882456,-0.272679108573148,-0.4187462912695446,-0.32424500363522957,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,1
4933-IKULF,2018-09-01,,-1.4675060142452372,-0.8615069575952796,-0.6284810620411849,-1.4992538384216396,0.2483217139137625,-0.08938412077657258,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0
